17,5,47979,193614
17,5,47995,193691
17,5,47979,193615
17,5,47979,193616
17,5,47980,193617
17,5,47980,193618
17,5,47980,193619
17,5,47980,193620
17,5,47981,193621
17,5,47981,193622
17,5,47981,193623
17,5,47981,193624
17,5,47981,193625
17,5,47981,193626
17,5,47982,193627
17,5,47982,193628
17,5,47982,193629
17,5,47982,193630
17,5,47983,193631
17,5,47983,193632
17,5,47983,193633
17,5,47983,193634
17,5,47983,193635
17,5,47983,193636
17,5,47984,193637
17,5,47984,193638
17,5,47984,193639
17,5,47984,193640
17,5,47985,193641
17,5,47985,193642
17,5,47985,193643
17,5,47985,193644
17,5,47986,193645
17,5,47986,193646
17,5,47986,193647
17,5,47986,193648
17,5,47986,193649
17,5,47986,193650
17,5,47987,193651
17,5,47987,193652
17,5,47987,193653
17,5,47987,193654
17,5,47988,193655
17,5,47988,193656
17,5,47988,193657
17,5,47988,193658
17,5,47988,193659
17,5,47988,193660
17,5,47989,193661
17,5,47989,193662
17,5,47989,193663
17,5,47989,193664
17,5,47990,193665
17,5,47990,193666
17,5,47990,193667
17,5,47990,193668
17,5,47990,193669
17,5,47990,193670
17,5,47991,193671
17,5,47991,193672
17,5,47991,193673
17,5,47991,193674
17,5,47992,193675
17,5,47992,193676
17,5,47992,193677
17,5,47992,193678
17,5,47992,193679
17,5,47992,193680
17,5,47993,193681
17,5,47993,193682
17,5,47993,193683
17,5,47993,193684
17,5,47994,193685
17,5,47994,193686
17,5,47994,193687
17,5,47994,193688
17,5,47995,193689
17,5,47995,193690
17,5,47995,193691
17,5,47995,193689
17,5,47995,193690
17,5,47995,193689
17,5,47994,193684
17,5,47995,193688
17,5,47995,193687
17,5,47995,193686
17,5,47995,193685
17,5,47994,193684
17,5,47996,193684
17,5,47995,193685
17,5,47995,193684
17,5,47996,193685
17,5,47996,193684
17,5,47995,193678
17,5,47996,193683
17,5,47996,193682
17,5,47996,193681
17,5,47995,193680
17,5,47995,193679
17,5,47995,193678
17,5,47994,193678
17,5,47995,193679
17,5,47994,193678
17,5,47993,193671
17,5,47994,193677
17,5,47994,193676
17,5,47994,193675
17,5,47993,193674
17,5,47993,193673
17,5,47993,193672
17,5,47993,193671
17,5,47993,193670
17,5,47993,193670
17,5,47991,193658
17,5,47993,193669
17,5,47993,193668
17,5,47993,193667
17,5,47992,193666
17,5,47992,193665
17,5,47992,193664
17,5,47992,193663
17,5,47992,193662
17,5,47992,193661
17,5,47991,193660
17,5,47991,193659
17,5,47991,193658
17,5,47992,193658
17,5,47992,193659
17,5,47992,193658
17,5,47991,193655
17,5,47992,193657
17,5,47991,193656
17,5,47991,193655
17,5,47992,193655
17,5,47991,193654
17,5,47992,193655
17,5,47992,193653
17,5,47992,193654
17,5,47992,193653
17,5,47992,193652
17,5,47992,193652
17,5,47992,193649
17,5,47992,193651
17,5,47992,193650
17,5,47992,193649
17,5,47993,193649
17,5,47992,193648
17,5,47993,193649
17,5,47991,193639
17,5,47992,193648
17,5,47992,193647
17,5,47992,193646
17,5,47992,193645
17,5,47992,193644
17,5,47992,193643
17,5,47991,193642
17,5,47991,193641
17,5,47991,193640
17,5,47991,193639
17,5,47990,193639
17,5,47990,193638
17,5,47990,193639
17,5,47989,193636
17,5,47989,193638
17,5,47989,193637
17,5,47989,193636
17,5,47991,193636
17,5,47990,193637
17,5,47990,193636
17,5,47991,193637
17,5,47991,193636
17,5,47990,193632
17,5,47991,193635
17,5,47991,193634
17,5,47991,193633
17,5,47990,193632
17,5,47991,193632
17,5,47991,193633
17,5,47991,193632
17,5,47989,193622
17,5,47991,193631
17,5,47991,193630
17,5,47991,193629
17,5,47990,193628
17,5,47990,193627
17,5,47990,193626
17,5,47990,193625
17,5,47989,193624
17,5,47989,193623
17,5,47989,193622
17,5,47990,193622
17,5,47990,193623
17,5,47990,193622
17,5,47989,193615
17,5,47990,193621
17,5,47990,193620
17,5,47990,193619
17,5,47989,193618
17,5,47989,193617
17,5,47989,193616
17,5,47989,193615
17,5,47990,193614
17,5,47989,193614
17,5,47990,193615
17,5,47990,193614
17,5,47989,193608
17,5,47990,193613
17,5,47990,193612
17,5,47990,193611
17,5,47989,193610
17,5,47989,193609
17,5,47989,193608
17,5,47990,193608
17,5,47990,193609
17,5,47990,193608
17,5,47990,193607
17,5,47990,193607
17,5,47991,193605
17,5,47990,193606
17,5,47990,193605
17,5,47990,193604
17,5,47991,193605
17,5,47990,193600
17,5,47991,193604
17,5,47991,193603
17,5,47991,193602
17,5,47991,193601
17,5,47990,193600
17,5,47993,193599
17,5,47991,193601
17,5,47991,193600
17,5,47992,193601
17,5,47992,193600
17,5,47992,193599
17,5,47992,193598
17,5,47993,193599
17,5,47992,193594
17,5,47993,193598
17,5,47993,193597
17,5,47992,193596
17,5,47992,193595
17,5,47992,193594
17,5,47993,193594
17,5,47993,193595
17,5,47993,193594
17,5,47992,193591
17,5,47993,193593
17,5,47992,193592
17,5,47992,193591
17,5,47993,193591
17,5,47992,193590
17,5,47993,193591
17,5,47991,193582
17,5,47993,193590
17,5,47993,193589
17,5,47992,193588
17,5,47992,193587
17,5,47992,193586
17,5,47992,193585
17,5,47992,193584
17,5,47992,193583
17,5,47991,193582
17,5,47989,193584
17,5,47991,193583
17,5,47990,193582
17,5,47990,193583
17,5,47990,193584
17,5,47990,193585
17,5,47989,193584
17,5,47988,193581
17,5,47989,193583
17,5,47988,193582
17,5,47988,193581
17,5,47986,193583
17,5,47988,193582
17,5,47988,193583
17,5,47987,193582
17,5,47987,193583
17,5,47986,193582
17,5,47986,193583
17,5,47986,193584
17,5,47986,193584
17,5,47985,193584
17,5,47986,193585
17,5,47985,193584
17,5,47986,193588
17,5,47985,193585
17,5,47985,193586
17,5,47986,193587
17,5,47986,193588
17,5,47985,193588
17,5,47986,193589
17,5,47985,193588
17,5,47986,193591
17,5,47985,193589
17,5,47985,193590
17,5,47986,193591
17,5,47985,193591
17,5,47985,193590
17,5,47985,193591
17,5,47986,193598
17,5,47985,193592
17,5,47985,193593
17,5,47985,193594
17,5,47986,193595
17,5,47986,193596
17,5,47986,193597
17,5,47986,193598
17,5,47985,193598
17,5,47986,193599
17,5,47985,193598
17,5,47986,193601
17,5,47985,193599
17,5,47985,193600
17,5,47986,193601
17,5,47985,193602
17,5,47986,193602
17,5,47986,193603
17,5,47985,193602
17,5,47986,193605
17,5,47985,193603
17,5,47985,193604
17,5,47986,193605
17,5,47984,193605
17,5,47985,193604
17,5,47985,193605
17,5,47984,193604
17,5,47984,193605
17,5,47984,193607
17,5,47984,193606
17,5,47984,193607
17,5,47983,193609
17,5,47984,193608
17,5,47984,193609
17,5,47983,193608
17,5,47983,193609
17,5,47983,193610
17,5,47983,193610
17,5,47982,193610
17,5,47983,193611
17,5,47982,193610
17,5,47983,193613
17,5,47982,193611
17,5,47982,193612
17,5,47983,193613
17,5,47982,193614
17,5,47983,193614
17,5,47983,193615
17,5,47982,193614
17,5,47982,193616
17,5,47982,193615
17,5,47982,193616
17,5,47981,193616
17,5,47982,193617
17,5,47981,193616
17,5,47981,193614
17,5,47981,193615
17,5,47981,193614
17,5,47979,193614
17,5,47981,193615
17,5,47980,193614
17,5,47980,193615
