43,5,45585,181590
43,5,45522,181541
43,5,45585,181591
43,5,45584,181590
43,5,45584,181589
43,5,45583,181588
43,5,45583,181589
43,5,45582,181588
43,5,45582,181587
43,5,45581,181586
43,5,45581,181587
43,5,45580,181586
43,5,45580,181587
43,5,45579,181586
43,5,45579,181585
43,5,45578,181584
43,5,45578,181585
43,5,45577,181584
43,5,45577,181585
43,5,45576,181584
43,5,45576,181583
43,5,45575,181582
43,5,45575,181583
43,5,45574,181582
43,5,45574,181581
43,5,45573,181580
43,5,45573,181581
43,5,45572,181580
43,5,45572,181581
43,5,45571,181580
43,5,45571,181579
43,5,45570,181578
43,5,45570,181579
43,5,45569,181578
43,5,45569,181577
43,5,45568,181576
43,5,45568,181577
43,5,45567,181576
43,5,45567,181577
43,5,45566,181576
43,5,45566,181575
43,5,45565,181574
43,5,45565,181575
43,5,45564,181574
43,5,45564,181573
43,5,45563,181572
43,5,45563,181573
43,5,45562,181572
43,5,45562,181573
43,5,45561,181572
43,5,45561,181571
43,5,45560,181570
43,5,45560,181571
43,5,45559,181570
43,5,45559,181571
43,5,45558,181570
43,5,45558,181569
43,5,45557,181568
43,5,45557,181569
43,5,45556,181568
43,5,45556,181567
43,5,45555,181566
43,5,45555,181567
43,5,45554,181566
43,5,45554,181567
43,5,45553,181566
43,5,45553,181565
43,5,45552,181564
43,5,45552,181565
43,5,45551,181564
43,5,45551,181563
43,5,45550,181562
43,5,45550,181563
43,5,45549,181562
43,5,45549,181563
43,5,45548,181562
43,5,45548,181561
43,5,45547,181560
43,5,45547,181561
43,5,45546,181560
43,5,45546,181559
43,5,45545,181558
43,5,45545,181559
43,5,45544,181558
43,5,45544,181559
43,5,45543,181558
43,5,45543,181557
43,5,45542,181556
43,5,45542,181557
43,5,45541,181556
43,5,45541,181555
43,5,45540,181554
43,5,45540,181555
43,5,45539,181554
43,5,45539,181555
43,5,45538,181554
43,5,45538,181553
43,5,45537,181552
43,5,45537,181553
43,5,45536,181552
43,5,45536,181553
43,5,45535,181552
43,5,45535,181551
43,5,45534,181550
43,5,45534,181551
43,5,45533,181550
43,5,45533,181549
43,5,45532,181548
43,5,45532,181549
43,5,45531,181548
43,5,45531,181549
43,5,45530,181548
43,5,45530,181547
43,5,45529,181546
43,5,45529,181547
43,5,45528,181546
43,5,45528,181545
43,5,45527,181544
43,5,45527,181545
43,5,45526,181544
43,5,45526,181545
43,5,45525,181544
43,5,45525,181543
43,5,45524,181542
43,5,45524,181543
43,5,45523,181542
43,5,45523,181541
43,5,45522,181540
43,5,45522,181541
43,5,45539,181624
43,5,45522,181542
43,5,45523,181543
43,5,45523,181544
43,5,45523,181545
43,5,45523,181546
43,5,45524,181547
43,5,45524,181548
43,5,45524,181549
43,5,45524,181550
43,5,45524,181551
43,5,45524,181552
43,5,45525,181553
43,5,45525,181554
43,5,45525,181555
43,5,45525,181556
43,5,45526,181557
43,5,45526,181558
43,5,45526,181559
43,5,45526,181560
43,5,45526,181561
43,5,45526,181562
43,5,45527,181563
43,5,45527,181564
43,5,45527,181565
43,5,45527,181566
43,5,45528,181567
43,5,45528,181568
43,5,45528,181569
43,5,45528,181570
43,5,45528,181571
43,5,45528,181572
43,5,45529,181573
43,5,45529,181574
43,5,45529,181575
43,5,45529,181576
43,5,45530,181577
43,5,45530,181578
43,5,45530,181579
43,5,45530,181580
43,5,45530,181581
43,5,45530,181582
43,5,45531,181583
43,5,45531,181584
43,5,45531,181585
43,5,45531,181586
43,5,45532,181587
43,5,45532,181588
43,5,45532,181589
43,5,45532,181590
43,5,45532,181591
43,5,45532,181592
43,5,45533,181593
43,5,45533,181594
43,5,45533,181595
43,5,45533,181596
43,5,45534,181597
43,5,45534,181598
43,5,45534,181599
43,5,45534,181600
43,5,45534,181601
43,5,45534,181602
43,5,45535,181603
43,5,45535,181604
43,5,45535,181605
43,5,45535,181606
43,5,45536,181607
43,5,45536,181608
43,5,45536,181609
43,5,45536,181610
43,5,45537,181611
43,5,45537,181612
43,5,45537,181613
43,5,45537,181614
43,5,45537,181615
43,5,45537,181616
43,5,45538,181617
43,5,45538,181618
43,5,45538,181619
43,5,45538,181620
43,5,45539,181621
43,5,45539,181622
43,5,45539,181623
43,5,45539,181624
43,5,45540,181625
43,5,45540,181625
43,5,45540,181623
43,5,45540,181624
43,5,45540,181623
43,5,45541,181624
43,5,45540,181622
43,5,45541,181623
43,5,45541,181624
43,5,45541,181626
43,5,45541,181625
43,5,45541,181626
43,5,45546,181630
43,5,45542,181627
43,5,45542,181626
43,5,45543,181627
43,5,45543,181628
43,5,45544,181629
43,5,45544,181628
43,5,45545,181629
43,5,45545,181628
43,5,45546,181629
43,5,45546,181630
43,5,45546,181627
43,5,45546,181629
43,5,45546,181628
43,5,45546,181627
43,5,45548,181629
43,5,45546,181628
43,5,45547,181629
43,5,45547,181628
43,5,45548,181629
43,5,45546,181617
43,5,45548,181628
43,5,45548,181627
43,5,45547,181626
43,5,45547,181625
43,5,45547,181624
43,5,45547,181623
43,5,45546,181622
43,5,45546,181621
43,5,45546,181620
43,5,45546,181619
43,5,45546,181618
43,5,45546,181617
43,5,45547,181618
43,5,45546,181618
43,5,45547,181619
43,5,45547,181618
43,5,45546,181613
43,5,45547,181617
43,5,45546,181616
43,5,45546,181615
43,5,45546,181614
43,5,45546,181613
43,5,45547,181614
43,5,45546,181614
43,5,45547,181615
43,5,45547,181614
43,5,45546,181609
43,5,45547,181613
43,5,45546,181612
43,5,45546,181611
43,5,45546,181610
43,5,45546,181609
43,5,45552,181614
43,5,45546,181608
43,5,45547,181609
43,5,45547,181610
43,5,45548,181611
43,5,45548,181610
43,5,45549,181611
43,5,45549,181612
43,5,45550,181613
43,5,45550,181612
43,5,45551,181613
43,5,45551,181612
43,5,45552,181613
43,5,45552,181614
43,5,45552,181616
43,5,45552,181615
43,5,45552,181616
43,5,45550,181614
43,5,45552,181615
43,5,45551,181614
43,5,45551,181615
43,5,45550,181614
43,5,45550,181616
43,5,45550,181615
43,5,45550,181616
43,5,45549,181616
43,5,45550,181617
43,5,45549,181616
43,5,45550,181619
43,5,45550,181617
43,5,45550,181618
43,5,45550,181619
43,5,45549,181617
43,5,45549,181618
43,5,45549,181617
43,5,45551,181627
43,5,45549,181618
43,5,45549,181619
43,5,45549,181620
43,5,45549,181621
43,5,45549,181622
43,5,45550,181623
43,5,45550,181624
43,5,45550,181625
43,5,45550,181626
43,5,45551,181627
43,5,45556,181632
43,5,45551,181628
43,5,45552,181629
43,5,45552,181628
43,5,45553,181629
43,5,45553,181628
43,5,45554,181629
43,5,45554,181630
43,5,45555,181631
43,5,45555,181630
43,5,45556,181631
43,5,45556,181632
43,5,45555,181626
43,5,45556,181631
43,5,45556,181630
43,5,45556,181629
43,5,45556,181628
43,5,45556,181627
43,5,45555,181626
43,5,45557,181628
43,5,45556,181627
43,5,45556,181628
43,5,45557,181629
43,5,45557,181628
43,5,45556,181623
43,5,45557,181627
43,5,45556,181626
43,5,45556,181625
43,5,45556,181624
43,5,45556,181623
43,5,45557,181624
43,5,45556,181622
43,5,45557,181623
43,5,45557,181624
43,5,45559,181636
43,5,45557,181625
